ID,Область,Громада,Населений пункт,Вулиця,"SUM of Сума компенсації, грн",COUNTA of Тип заяви
4e7e0054c42d4b94153f6774403e8590,Донецька обл.,Маріупольська,м. Маріуполь,пр. Металургів,"0,00",2
bba5d152a21d9fb16e6a0a47ef79175b,Донецька обл.,Маріупольська,м. Маріуполь,пр. Миру,"0,00",3
1b139637241eec2d5fcf576cd3ae1aac,Донецька обл.,Маріупольська,м. Маріуполь,пр. Перемоги,"0,00",1
534576fd9df2252148e7681da7f9765e,Донецька обл.,Маріупольська,м. Маріуполь,пров. Енергетичний,"0,00",1
e00058cd0b8e97e4b50fe19dd03d0348,Донецька обл.,Маріупольська,м. Маріуполь,пров. Радіаторний,"0,00",1
94cbe6d4e0c73998bfc6d84d1d024220,Донецька обл.,Маріупольська,м. Маріуполь,просп. Єдності,"0,00",1
dedf04e719f161de82b06dd13b7a2691,Донецька обл.,Маріупольська,Маріуполь,Волгодонська,"0,00",1
5a3faedf837a1d4cd69c9d9209bafbba,Донецька обл.,Маріупольська,Маріуполь,Куїнджі А.,"0,00",1
d3f583a0ad8cd7832fc89c87d4856abb,Донецька обл.,Маріупольська,Маріуполь,Менделєєва,"0,00",1
e036bef4d87b81741449ba4d17adf366,Донецька обл.,Маріупольська,Маріуполь,Металургів,"0,00",1
ca45ec683012c2e664f4a7c73969a5e9,Донецька обл.,Маріупольська,Маріуполь,Нахімова,"0,00",1
666a5bf978c4fb2944cb379c032c2c59,Донецька обл.,Маріупольська,Маріуполь,Радіаторний,"0,00",1
4157f3c7f39c96875f8cd1eb0d5f8589,Донецька обл.,Маріупольська,Маріуполь,Савчука О.В. ім.,"0,00",1
c4f33284774cdac02a32696073f210c7,Донецька обл.,Маріупольська,Маріуполь,Троїцька,"0,00",2
f6f66bfb9a64a3a01a0353edc181418d,Донецька обл.,Маріупольська,Маріуполь,Харлампіївська,"0,00",1
da841b4e95a58c05be0f1ad95e649025,Донецька обл.,Миколаївська,м. Миколаївка,вул. 50-річчя Слов'янської ТЕС,"2149945,00",9
00606b472a3cdc7f0768acfa2488ab7d,Донецька обл.,Миколаївська,м. Миколаївка,вул. Будівельників,"1732965,00",1
b9c7a6fb70e628157a476522ae78911e,Донецька обл.,Миколаївська,м. Миколаївка,вул. Бузкова,"0,00",1
06f7101309a49b15b3a2a7ef4ebbc795,Донецька обл.,Миколаївська,м. Миколаївка,вул. Енергетиків,"1543671,90",4
90b153a17e83898847bf0acfd65f74f5,Донецька обл.,Миколаївська,м. Миколаївка,вул. Європейська,"19884864,70",27
9a4d1106f7f3f6b5a2aaff916794fa00,Донецька обл.,Миколаївська,м. Миколаївка,вул. Калинова,"6857929,30",3
c424b86ddd4aa5ea6619a711e279ef97,Донецька обл.,Миколаївська,м. Миколаївка,вул. Колодія,"0,00",1
251cd9746d7d8a024e4986cfa7952446,Донецька обл.,Миколаївська,м. Миколаївка,вул. Лесі Українки,"15038934,70",12
bbedb520a39bb865a1400164c80e50a1,Донецька обл.,Миколаївська,м. Миколаївка,вул. Літературна,"0,00",2
7599fde9367d7150201e43f88b56c320,Донецька обл.,Миколаївська,м. Миколаївка,вул. Миколаївська,"0,00",2
89026cd6b1edf7c928d3d80a6d85058b,Донецька обл.,Миколаївська,м. Миколаївка,вул. Миру,"0,00",7
56672d937e47f417099ce9df020538b0,Донецька обл.,Миколаївська,м. Миколаївка,вул. Музична,"0,00",1
27bb39fb76f7de845d78c9f581ee1327,Донецька обл.,Миколаївська,м. Миколаївка,вул. Петренка Михайла,"0,00",5
5ebe781195bf733931fba37fb6eb50ed,Донецька обл.,Миколаївська,м. Миколаївка,вул. Приозерна,"1659278,20",2
6df733d7de40abdd20b333d615c457b1,Донецька обл.,Миколаївська,м. Миколаївка,вул. Садова,"1851259,20",2
814eeaf499ea05da3da0f859868dff86,Донецька обл.,Миколаївська,м. Миколаївка,вул. Свободи,"816979,10",2
9db8bd1b4925e78da715ecf110f4cc95,Донецька обл.,Миколаївська,м. Миколаївка,вул. Святомиколаївська,"0,00",1
ed06a41893263541ad2a9ac2d418157c,Донецька обл.,Миколаївська,м. Миколаївка,вул. Синецького,"4963709,60",7
72dbe82508a0fae8ada42f24c4275edd,Донецька обл.,Миколаївська,м. Миколаївка,вул. Січових стрільців,"0,00",1
70a9f8286cf8ac7aa1c6749e006f5d7c,Донецька обл.,Миколаївська,м. Миколаївка,вул. Сонячна,"4526200,00",2
5643a85a9c7f96f5d4bb41da48db8471,Донецька обл.,Миколаївська,м. Миколаївка,вул. Українська,"1495035,48",1
bcbe4a89d5e79467b31f28a87af867a7,Донецька обл.,Миколаївська,м. Миколаївка,вул. Франка Івана,"2050939,80",1
14a1ae6dfebe3ef926f865f2fc290e63,Донецька обл.,Миколаївська,м. Миколаївка,пров. Андріївський,"764172,60",2
0e812907468b4679f46e52d502061cb7,Донецька обл.,Миколаївська,м. Миколаївка,пров. Будівельників,"12743025,79",15
452f0469600d1be2ff93a6c425ac26ac,Донецька обл.,Миколаївська,м. Миколаївка,пров. Донецький,"0,00",1
0a97b1f3ae28e74308027c38a6bc01a7,Донецька обл.,Миколаївська,м. Миколаївка,пров. Зоряний,"0,00",2
bc190a21aa82e7b064fbf8a76661a455,Донецька обл.,Миколаївська,м. Миколаївка,пров. Шкільний,"0,00",3
8f976b378045097a7809e1d6fcb29b62,Донецька обл.,Миколаївська,с. Малинівка,вул. Волошкова,"0,00",2
8523798465d0781f5ab4ff34c13a60ce,Донецька обл.,Миколаївська,с. Малинівка,вул. Миру,"0,00",3
58596d7132cf213f1fca7dc222f52e1d,Донецька обл.,Миколаївська,с. Малинівка,вул. Молодіжна,"0,00",2
457597884e92bfd1244a86665eecf500,Донецька обл.,Миколаївська,с. Малинівка,вул. Мороза М.С.,"0,00",1
aeab56113a26731a368fabf2e8dc71d3,Донецька обл.,Миколаївська,с. Малинівка,вул. Нова,"0,00",1
b0729a8ad39d1bc2ad8b432dc5d3c6cc,Донецька обл.,Миколаївська,с. Малинівка,вул. Приозерна,"0,00",3
48f0427e359df668e6b0515e6c0d39c2,Донецька обл.,Миколаївська,с. Малинівка,вул. Степна,"0,00",2
7717319298aacfae53ac60e03a9a9e34,Донецька обл.,Миколаївська,с. Малинівка,вул. Центральна,"0,00",3
6708dbfdf42b25f74287c54f828d72ef,Донецька обл.,Миколаївська,с. Никонорівка,вул. Молодіжна,"0,00",2
abf98372e68f2d9a42b37557980db9e6,Донецька обл.,Миколаївська,с. Никонорівка,вул. Підгірна,"0,00",1
8fb0c558d50914bcac34d23fe47297da,Донецька обл.,Миколаївська,с. Никонорівка,вул. Приозерна,"1535588,00",1
226807f24d1a15564355d3c659c603f9,Донецька обл.,Миколаївська,с. Никонорівка,вул. Центральна,"0,00",1
9c4d9bd40545d80111e72f3c802a1b98,Донецька обл.,Миколаївська,с. Пискунівка,вул. Берегова,"760401,60",2
98f27224e274ff1952a8084a4490e6ce,Донецька обл.,Миколаївська,с. Пискунівка,вул. Заовражна,"810082,00",1
18fccd97a4aac3cf46c4ffdd8c759354,Донецька обл.,Миколаївська,с. Пискунівка,вул. Корсунівська,"0,00",2
d6eb583d67983fde9d0704c5f75dda86,Донецька обл.,Миколаївська,с. Пискунівка,вул. Сільська,"0,00",2
cdcb0737a2b152b7104f3cfe15e5a290,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Дальня,"0,00",1
7bbe7e8b9d70160e0b44b8eb201b4e09,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Зарічна,"2260852,80",1
894462218d165053a74b15531ceb62d4,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Зелена,"3080496,40",3
3c7367a1a37d163815ab5646abb42532,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Калинова,"0,00",6
5c728c20335bc1d538981ca831332b17,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Молодіжна,"0,00",5
7e9e4dc63c5d3190c8c87cbb6250846b,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Нагірна,"0,00",6
f15071d4b0a7582c4f37346393906317,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Нова,"0,00",1
02a126686c8510524c004934ea734465,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Привільна,"0,00",1
6be6fa5fedcddfa6946063e2a1d9d2b3,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Садова,"0,00",1
d580b9bda73d90ad695e6815a173aef7,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Центральна,"0,00",14
ff23a84c4c9dbebae5884918beb98b2f,Донецька обл.,Миколаївська,с. Рай-Олександрівка,вул. Шкільна,"1094161,60",7
a78c2466798363de81a50e632e294fac,Донецька обл.,Миколаївська,с. Стародубівка,вул. Робоча,"10117186,80",11
3c7487215398c0e6fd69346971736cda,Донецька обл.,Миколаївська,с. Тихонівка,вул. Центральна,"1612990,50",2
f3b5ffd7904d7a99733e9e24430b4027,Донецька обл.,Миколаївська,с. Юрківка,вул. Степна,"945098,20",1
e30f2c61843354fd36439a9a6d97605f,Донецька обл.,Миколаївська,сел. Калинівка,вул. Первомайська,"0,00",1
1b1894399e04000123425267bee88322,Донецька обл.,Миколаївська,смт. Райгородок,вул. Ветеранів,"0,00",2
813207c861735d36884609c5e7d7bbe8,Донецька обл.,Миколаївська,смт. Райгородок,вул. Калинова,"0,00",1
d8543aab081989a0af754c9ea26cd3a5,Донецька обл.,Миколаївська,сщ. Донецьке,вул. Миру,"4761200,00",1
d35feb4e3a08d6796b1f7dfa532c2533,Донецька обл.,Миколаївська,сщ. Райгородок,вул. Виноградна,"3028689,60",1
969c3f30a0cbcd821b1f80288b75a9a6,Донецька обл.,Миколаївська,сщ. Райгородок,вул. Лиманська,"3636820,40",3
31e1636807a72a07c4bfbcc2d31a30c7,Донецька обл.,Миколаївська,сщ. Райгородок,вул. Революції,"0,00",1
c4fe97a44f8cbc3de9289b20f6359239,Донецька обл.,Миколаївська,сщ. Райгородок,вул. Свободи,"0,00",1
b10e01bb6811c66cb1b67db182772c00,Донецька обл.,Миколаївська,сщ. Райгородок,вул. Центральна,"1283436,00",1
e75c8db7e0027ea143c6b7dc6e9946c7,Донецька обл.,Миколаївська,сщ. Райгородок,вул. Шкільна,"5515824,10",3
1fe37c6b4ab44227fa126b71ed096ec3,Донецька обл.,Миколаївська,сщ. Райгородок,вул. Ювілейна,"1058441,70",3
836d816ee110cb57fad31eff3b195d25,Донецька обл.,Миколаївська,сщ. Райгородок,пров. Партизан,"1335716,10",1
ad9526042ea8e883cfe9e877f481c4cc,Донецька обл.,Мирноградська,с. Рівне,вул. Байдукова,"0,00",7
207d35a340991f1c0510b1bf32b26863,Донецька обл.,Мирноградська,с. Рівне,вул. Громової,"0,00",16
ecf0ec78dc119019a1985c98e8f055f3,Донецька обл.,Мирноградська,с. Рівне,вул. Нова,"15393925,60",21
85c19a30b17934d483d31a4c5c472736,Донецька обл.,Мирноградська,с. Рівне,вул. Центральна,"3318948,00",21
d379ff0f99dec2e17acecb5baa0e59a1,Донецька обл.,Мирноградська,с. Рівне,вул. Шопена,"0,00",7
d102b69364835832195550fedcadae71,Донецька обл.,Мирноградська,с. Сухецьке,вул. Гризодубової,"0,00",3
ef2c72e60e67f4015f9292043ebadd2a,Донецька обл.,Мирноградська,с. Сухецьке,вул. Сухецька,"1697414,80",7
821248d8fadbc98b56309f0817e92e4e,Донецька обл.,Мирноградська ,м. Мирноград," ""40"" квартал","16590941,79",127
822567370fee76286342bccc99a756cc,Донецька обл.,Мирноградська ,м. Мирноград," ""Західний"" мікрорайон","83816480,57",354
13beec3133ed46442e31d2d553c5f3be,Донецька обл.,Мирноградська ,м. Мирноград," ""Молодіжний"" мікрорайон","143918783,19",448
669f090af65a6de43e9997dec0477151,Донецька обл.,Мирноградська ,м. Мирноград," ""Світлий"" мікрорайон","197374536,34",346
31436d2360961165b3c316c4e465326a,Донецька обл.,Мирноградська ,м. Мирноград," ""Східний"" мікрорайон","182941329,45",341
87dcba73f04d1e32f8ccaf173670ad8d,Донецька обл.,Мирноградська ,м. Мирноград,"""40"" квартал","88523078,32",371
8ed38a0f3a592d926f3e8f33b815b38d,Донецька обл.,Мирноградська ,м. Мирноград,"""Західний"" м-н","0,00",5
23c74f1dde7f7717bf36a3f84b0f78a1,Донецька обл.,Мирноградська ,м. Мирноград,"""Західний"" мікрорайон","349471385,86",1207
e20e90f0acae4ce3196a0f6842399b0a,Донецька обл.,Мирноградська ,м. Мирноград,"""Молодіжний"" мікрорайон","559766945,21",1838
85c65187a262251c85e510634aae986d,Донецька обл.,Мирноградська ,м. Мирноград,"""Світлий"" мікрорайон","840915456,83",1249
7210a85d18bacbb83d75f78ca307180a,Донецька обл.,Мирноградська ,м. Мирноград,"""Східний"" м-н","1213075,50",2
42e2f72939176601dbbe139fe834c7d3,Донецька обл.,Мирноградська ,м. Мирноград,"""Східний"" мікрорайон","614826694,41",986
29579bc46bba8e1b9a250d1d23bde80a,Донецька обл.,Мирноградська ,м. Мирноград,вул. 8-го Марта,"5584061,00",49
cc0e3d3684ccdfa5015b8feddde4bc01,Донецька обл.,Мирноградська ,м. Мирноград,вул. Абрамця,"30802251,45",87
f080cd7c0d79d9290be1f4ba7ccd31bb,Донецька обл.,Мирноградська ,м. Мирноград,вул. Автомобілістів,"0,00",24
123153522c087035bbbd769a5ef6a81a,Донецька обл.,Мирноградська ,м. Мирноград,вул. Березова,"6206180,20",29
0f3a5541d0e1fd8fc0de46d50456b527,Донецька обл.,Мирноградська ,м. Мирноград,вул. Бєлінського,"17332263,90",98
b2efde0d9ab2f6745d7a05f9d712419a,Донецька обл.,Мирноградська ,м. Мирноград,вул. Бєляєва,"0,00",1
9d042669a373485fd6833fa89b3eb339,Донецька обл.,Мирноградська ,м. Мирноград,вул. Бикова,"1533007,50",17
c77581ec89a172d31647ab58bcc45cc1,Донецька обл.,Мирноградська ,м. Мирноград,вул. Благовещенська,"0,00",2
000e75484685e10f9d9c474a47edcc70,Донецька обл.,Мирноградська ,м. Мирноград,вул. Бридька,"36322128,80",82
6c00ba82188226e26cf9dee09fb2be3f,Донецька обл.,Мирноградська ,м. Мирноград,вул. Брянська,"5518227,00",32
5773760468c84784901ca25b946dbbb0,Донецька обл.,Мирноградська ,м. Мирноград,вул. Весела,"5592800,00",4
f63349ac399d803c0a191803da3ad3eb,Донецька обл.,Мирноградська ,м. Мирноград,вул. Ветеранів війни,"6536354,90",32
deca54d35a552751810ccc316bc1b9f6,Донецька обл.,Мирноградська ,м. Мирноград,вул. Ветеранська,"10939419,48",29
8fa7547498ac2af67fed5c443245833b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Вишнева,"1431695,70",37
ee9639533e6382a5b5f566eb39c02548,Донецька обл.,Мирноградська ,м. Мирноград,вул. Вишні,"0,00",2
b3b126baf73491c79fc6129d5abc21ab,Донецька обл.,Мирноградська ,м. Мирноград,вул. Власова Віктора,"1473702,80",33
472868b760992adf7a5a99ce448ff9fd,Донецька обл.,Мирноградська ,м. Мирноград,вул. Вовчок,"3975155,10",9
831c279086d56cd9cdc6ce2a6741ad96,Донецька обл.,Мирноградська ,м. Мирноград,вул. Волгоградська,"14595815,10",23
d087beaa71cade1bbd2a8e68b40cf0ac,Донецька обл.,Мирноградська ,м. Мирноград,вул. Волкова,"0,00",3
5eebedc9e94669c2a544e09601fa26bf,Донецька обл.,Мирноградська ,м. Мирноград,вул. Вороб'євського,"36385683,78",76
d7987b6450f3ebc2e9fc90633a537a15,Донецька обл.,Мирноградська ,м. Мирноград,вул. Воронова,"1577169,60",13
77e7ec6d05cb92f4980986c99da5dc1b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Восточна,"12056868,50",11
3752d2eaa442e90ba23b728608713eaa,Донецька обл.,Мирноградська ,м. Мирноград,вул. Гагаріна,"6228046,90",29
3d68401188a2c6e0bbfd4ba6f79b4ae1,Донецька обл.,Мирноградська ,м. Мирноград,вул. Гастелло,"0,00",13
ef5bad5778485b1972d9527c1e87b55b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Гвардєйська,"1778288,70",7
743b2df5a40ed5b11837e678b33f1fa0,Донецька обл.,Мирноградська ,м. Мирноград,вул. Гірнична,"47663481,62",98
d2b441e9d559dc1d28922e7245cc3622,Донецька обл.,Мирноградська ,м. Мирноград,вул. Говорова,"0,00",12
ccb1d829bb71f1c08129f7e866d2bd74,Донецька обл.,Мирноградська ,м. Мирноград,вул. Гоголя,"3833851,80",23
2f157c2502cd4ef4fe757c4823bc0fea,Донецька обл.,Мирноградська ,м. Мирноград,вул. Гончара,"1905967,50",2
b32f04c3542a49e9e86a44290e969e4c,Донецька обл.,Мирноградська ,м. Мирноград,вул. Горького,"12977593,60",60
a6704830185f04d2f3a778d35bc6761a,Донецька обл.,Мирноградська ,м. Мирноград,вул. Гризодубової,"7071239,70",31
df50e4e492e32e6ce1b6288bb99daef9,Донецька обл.,Мирноградська ,м. Мирноград,вул. Грушевського,"0,00",12
c6e845783db5313187accb33cc561271,Донецька обл.,Мирноградська ,м. Мирноград,вул. Дарко,"16318325,99",31
989983c064e91b83592dc894fb4cfbd1,Донецька обл.,Мирноградська ,м. Мирноград,вул. Дачна,"0,00",2
48b25f16d0ae98fa9f25f3bcc366c397,Донецька обл.,Мирноградська ,м. Мирноград,вул. Джерельна,"1589655,50",11
cfc0eff4ea25d322da14d2390a9c17f6,Донецька обл.,Мирноградська ,м. Мирноград,вул. Дніпровська,"2084398,50",12
07591a0b082292132940c2721de1538e,Донецька обл.,Мирноградська ,м. Мирноград,вул. Довженка,"0,00",14
196b160d6362e22b3da9da4ea39886d6,Донецька обл.,Мирноградська ,м. Мирноград,вул. Донська,"19099019,70",46
8f17214dc0cf1a53a40e829fcea9fc14,Донецька обл.,Мирноградська ,м. Мирноград,вул. Доценка,"11159535,20",45
1f5f8ce5adb48eadbf0e6c1a5c58e098,Донецька обл.,Мирноградська ,м. Мирноград,вул. Дружби,"10905919,00",13
a8ac0c7e2058e782f57b9be5794298be,Донецька обл.,Мирноградська ,м. Мирноград,вул. Дударенка,"15092570,80",50
35d13434b3f129261f31daa6773fab96,Донецька обл.,Мирноградська ,м. Мирноград,вул. Дунаєвського,"0,00",1
cb256e665880a233d932ffcdec439e0b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Єсєніна,"3063243,80",5
5eb94b1b87a0f434cf1207d0ca707398,Донецька обл.,Мирноградська ,м. Мирноград,вул. Забіли,"1987072,50",12
4a6b4d46a966ed5a8befa9ca1b7888ae,Донецька обл.,Мирноградська ,м. Мирноград,вул. Западна,"2626108,50",13
bfec9173c93dbe1c0f264f030dfd5c6b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Запорізька,"1213871,50",11
cfc2ae44468c055683dc80c2d55b528b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Затишна,"3965295,20",11
11ecd96e62401f7cb4f1bda8aa519856,Донецька обл.,Мирноградська ,м. Мирноград,вул. Івасюка,"0,00",5
d7c8875c3a1dfbceb70efc5f6c87c223,Донецька обл.,Мирноградська ,м. Мирноград,вул. Калинова,"16656529,40",26
64bdc8543a814da5afa9d467d8b33b6c,Донецька обл.,Мирноградська ,м. Мирноград,вул. Капустіна,"0,00",7
45f8b1e8b508011dbb46d4f82b94500c,Донецька обл.,Мирноградська ,м. Мирноград,вул. Кар'єрна,"0,00",5
ff8506067f3c7450f0eb371ac48093b4,Донецька обл.,Мирноградська ,м. Мирноград,вул. Кітченка,"27572913,10",59
ab57fe8211d4cfc42a2c7700c4704acc,Донецька обл.,Мирноградська ,м. Мирноград,вул. Козацька,"0,00",5
df9b2cc35c6d8d863cc96f1c53471866,Донецька обл.,Мирноградська ,м. Мирноград,вул. Колодязна,"16552230,30",42
308ca8c41dbc77b108923aec949ab92b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Комарова,"10766453,95",39
f8457f4795999da58ec97566b3827ec9,Донецька обл.,Мирноградська ,м. Мирноград,вул. Конторська,"6009195,40",19
472183a364d689ef036851525edef11b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Коржова,"12334761,80",52
0611beacb0c650d764a572917399b9a7,Донецька обл.,Мирноградська ,м. Мирноград,вул. Короленка,"0,00",2
be5e21fda371100b0bf0305cc8fbe8bf,Донецька обл.,Мирноградська ,м. Мирноград,вул. Коршункова,"0,00",2
56c0d86acf054c7ed7b5ad203c257736,Донецька обл.,Мирноградська ,м. Мирноград,вул. Котляревського,"3716504,70",21
a9d5298e124b86bdef6617f3dc6a2d76,Донецька обл.,Мирноградська ,м. Мирноград,вул. Кравченка,"0,00",17
f661984e6440a6fe38a86d11d335c0d7,Донецька обл.,Мирноградська ,м. Мирноград,вул. Красна,"1919592,00",35
c551dad7070da8995833c512a837edbc,Донецька обл.,Мирноградська ,м. Мирноград,вул. Кренкеля,"0,00",6
04ed8ac416d7e46d4bc6295b01ac5e97,Донецька обл.,Мирноградська ,м. Мирноград,вул. Курська,"0,00",15
1a36adf933c2be18f208c7d428ad3900,Донецька обл.,Мирноградська ,м. Мирноград,вул. Курченко,"0,00",1
7a4cd35f1839f7528f7e43b495ba12f4,Донецька обл.,Мирноградська ,м. Мирноград,вул. Кутузова,"9839249,60",10
859c24ce04e4913cea571ee2b7aba33a,Донецька обл.,Мирноградська ,м. Мирноград,вул. Легендарна,"6576911,50",15
42aa57cff036e30962a1bd0867401a8d,Донецька обл.,Мирноградська ,м. Мирноград,вул. Лермонтова,"0,00",10
5e65d80a3c23ec549493f075c1615812,Донецька обл.,Мирноградська ,м. Мирноград,вул. Лєванєвського,"5099866,20",41
a7c1d5b7f50d58e32352d5ded9e8fe84,Донецька обл.,Мирноградська ,м. Мирноград,вул. Лиманська,"3426263,30",15
7d48825c2e9e9dc810914a172475cfeb,Донецька обл.,Мирноградська ,м. Мирноград,вул. Ломоносова,"0,00",10
a76a5217337803aed639c76b6d6adcbf,Донецька обл.,Мирноградська ,м. Мирноград,вул. Луганська,"0,00",2
45f8cc0a0ef6dc8c8442a220512883ad,Донецька обл.,Мирноградська ,м. Мирноград,вул. Лугова,"2548791,60",15
ad6302cc5880db0e2b203cd8c5bd2b9d,Донецька обл.,Мирноградська ,м. Мирноград,вул. Макаренко Іскри,"2699600,40",13
a754c92b05a38b3c4f13805fccf89ee5,Донецька обл.,Мирноградська ,м. Мирноград,вул. Мирна,"1751868,00",22
10bcfdc05cf1388391ca674d38adc719,Донецька обл.,Мирноградська ,м. Мирноград,вул. Мирноградська,"3955220,50",11
d5c89b99f68259b52a14eaf3ba528dec,Донецька обл.,Мирноградська ,м. Мирноград,вул. Миру,"82441949,20",45
5e0abfc332fbfe674f4ea6b6158ec063,Донецька обл.,Мирноградська ,м. Мирноград,вул. Мінська,"7091168,38",22
b903b4fd93d1007b227afc5e9f8dfaa3,Донецька обл.,Мирноградська ,м. Мирноград,вул. Мічуріна,"4677073,20",7
80690e96559d65af8fb74e6917940466,Донецька обл.,Мирноградська ,м. Мирноград,вул. Молодіжна,"2016204,40",28
83db0ada92c74f8e5f4df615628fd8e6,Донецька обл.,Мирноградська ,м. Мирноград,вул. Молодої Гвардії,"1757275,00",10
17cb2ddcced9857ce808f7b84a213845,Донецька обл.,Мирноградська ,м. Мирноград,вул. Молокова,"10872802,40",29
315d8bb22ab895628d4fa264da45cd5d,Донецька обл.,Мирноградська ,м. Мирноград,вул. Мухамадєєва,"65106332,66",192
1b7b23fe3d37eb46bf1c6dc5a541c456,Донецька обл.,Мирноградська ,м. Мирноград,вул. Нахімова,"1378785,00",2
f6a8cc794df6f618c055f93446335b65,Донецька обл.,Мирноградська ,м. Мирноград,вул. Невського,"9096149,27",36
3db1bb519700ae18e771c1e903dece85,Донецька обл.,Мирноградська ,м. Мирноград,вул. Нєкрасова,"1242402,60",21
70c8d74a994caa116b9785392ab1aafc,Донецька обл.,Мирноградська ,м. Мирноград,вул. Новаторська,"0,00",30
6dca8e8ed79433e81c200c668a4e61be,Донецька обл.,Мирноградська ,м. Мирноград,вул. Новгородська,"2541927,60",8
239ea48dc8e9f976d7eb88f7d47295d9,Донецька обл.,Мирноградська ,м. Мирноград,вул. Одеська,"5872491,90",5
c3a907b2d5d78ab218ee4c5f54537228,Донецька обл.,Мирноградська ,м. Мирноград,вул. Осипенка,"1764958,20",17
ebfee08ce28a41484518d722b64788b4,Донецька обл.,Мирноградська ,м. Мирноград,вул. Панфілова,"2223138,00",9
065819ae80de72426c617fdededca03e,Донецька обл.,Мирноградська ,м. Мирноград,вул. Плєханова,"24614033,91",69
efd6cf560fe9cd26c3d0d8627b811b16,Донецька обл.,Мирноградська ,м. Мирноград,вул. Побєди,"10297114,30",41
4b859c482b43d4839f8a4f92d8e569d3,Донецька обл.,Мирноградська ,м. Мирноград,вул. Полтавська,"0,00",13
f7b616a6d143e6b60a4b511155e9ab15,Донецька обл.,Мирноградська ,м. Мирноград,вул. Польова,"0,00",4
9fdf90acce8b202ae325025b12771134,Донецька обл.,Мирноградська ,м. Мирноград,вул. Пугачова,"8161673,40",43
c6247f375debd5a7fbcfae3177dfbfb6,Донецька обл.,Мирноградська ,м. Мирноград,вул. Пушкіна,"12789146,83",37
26314efffc9ff4ff560402b25437acb0,Донецька обл.,Мирноградська ,м. Мирноград,вул. Раздольна,"21060520,90",11
02f3424315eba95b185d53d319c00ea6,Донецька обл.,Мирноградська ,м. Мирноград,вул. Разіна,"14110221,90",55
3316f9e707cb8240a04d480573e2441f,Донецька обл.,Мирноградська ,м. Мирноград,вул. Революції Гідності,"2959371,00",15
071ef689f1e768fd249019c7633a0ce6,Донецька обл.,Мирноградська ,м. Мирноград,вул. Ринкова,"1879600,50",4
b49e7221bc404b59f3691de748a73293,Донецька обл.,Мирноградська ,м. Мирноград,вул. Річна,"0,00",4
1d2a366fa629d983be3f654113bccd26,Донецька обл.,Мирноградська ,м. Мирноград,вул. Родіна,"2237119,80",12
33b7abdfa66d917666aa189377cf5b37,Донецька обл.,Мирноградська ,м. Мирноград,вул. Руднична,"0,00",2
957051f45937c2adf25a15e31252d4b8,Донецька обл.,Мирноградська ,м. Мирноград,вул. Садова,"24513699,30",22
81b45bcefd7e3008b7d614879feef6a4,Донецька обл.,Мирноградська ,м. Мирноград,вул. Свободи,"1186414,50",9
f8b2e791772e2d3fc6ffc87656a0ec9b,Донецька обл.,Мирноградська ,м. Мирноград,вул. Севастопольська,"76339324,56",113
b8d2406ea258a2eed8cefeacf7a095d5,Донецька обл.,Мирноградська ,м. Мирноград,вул. Сенна,"0,00",13
cac10596d903db139d802288407b345a,Донецька обл.,Мирноградська ,м. Мирноград,вул. Серафимовича,"0,00",1
7d33415cb1965b7a56204783d945371d,Донецька обл.,Мирноградська ,м. Мирноград,вул. Сєдова,"3036030,50",7
1d38ffff6333cdbc53c8f9fd7a7fd5cc,Донецька обл.,Мирноградська ,м. Мирноград,вул. Сєрова,"10776617,50",25
99318155bcc6576d9cb85cca188895b5,Донецька обл.,Мирноградська ,м. Мирноград,вул. Сікіріна,"4153783,80",8
3e47b4344a08ed5e19df102f6c1a94c5,Донецька обл.,Мирноградська ,м. Мирноград,вул. Сільська,"5038820,30",30
2a45e067f5911c04126c059ffb4aba57,Донецька обл.,Мирноградська ,м. Мирноград,вул. Слов'янська,"3462277,50",13
c609fb4cd66cb811e0f510dad66cceb9,Донецька обл.,Мирноградська ,м. Мирноград,вул. Смоленська,"1828944,60",3
d9f35fccfc465110a798deeadba4e79d,Донецька обл.,Мирноградська ,м. Мирноград,вул. Соборна,"262918957,35",391
e02f16ef512ae22e8d79c3281c0c17d4,Донецька обл.,Мирноградська ,м. Мирноград,вул. Степна,"9392978,30",17
