ID,Область,Громада,Населений пункт,Вулиця,"SUM of Сума компенсації, грн",COUNTA of Тип заяви
e0ab178ce0e6274cb53d50064113351f,Донецька обл.,Андріївська,с. Андріївка,вул. Козацька,"0,00",8
fdaf2a8e226543b6c7c2d263b03c5d19,Донецька обл.,Андріївська,с. Андріївка,вул. Миру,"0,00",16
19c0c8f2e02abcebd888b0ed806c2807,Донецька обл.,Андріївська,с. Андріївка,вул. Переїздна,"0,00",1
756042d9aba69044b8f0cbc7c9699ca4,Донецька обл.,Андріївська,с. Андріївка,вул. Перемоги,"0,00",14
38b782ca31bd06d91abac9db4981eff4,Донецька обл.,Андріївська,с. Андріївка,вул. Сологуба Андрія,"0,00",25
a38ef609aa29a316b05cd11cbd1badc1,Донецька обл.,Андріївська,с. Андріївка,вул. Степова,"0,00",2
6d431ac5bc87b6ae3862733beaf4071c,Донецька обл.,Андріївська,с. Андріївка,пров. Барвінковий,"0,00",2
837dd8916e69d1c9b11da600bfc03b72,Донецька обл.,Андріївська,с. Андріївка,пров. Вишневий,"0,00",1
a5ecd2037fc12820960483819830515d,Донецька обл.,Андріївська,с. Андріївка,пров. Гаражний,"0,00",1
f50c9e3ded96700522ee6b61d7b43e5b,Донецька обл.,Андріївська,с. Андріївка,пров. Дружби,"0,00",1
253d354858c657481cc63760ca955a78,Донецька обл.,Андріївська,с. Андріївка,пров. Зуєнка Валерія,"0,00",4
6e373273631323c1653644561f666ae7,Донецька обл.,Андріївська,с. Андріївка,пров. Квітковий,"0,00",3
9673c90758885775ca890f6a4da779da,Донецька обл.,Андріївська,с. Андріївка,пров. Костенко Ліни,"0,00",4
f48b5484ee12af188750b72f91319f80,Донецька обл.,Андріївська,с. Андріївка,пров. Луговий,"0,00",1
3124946e0f642da9773eae1447562f18,Донецька обл.,Андріївська,с. Андріївка,пров. Польовий,"0,00",1
8eda35e11d29ff6593223c2a9d98c386,Донецька обл.,Андріївська,с. Андріївка,пров. Садовий,"0,00",1
5e584e884d12eb643a24415a6b985423,Донецька обл.,Андріївська,с. Андріївка,пров. Фермерський,"0,00",3
24fcb5da00b43834d7db27c0018f3bc4,Донецька обл.,Андріївська,с. Андріївка,пров. Франка Івана,"0,00",4
20a4d6b27e93d47e46fb8733991ee428,Донецька обл.,Андріївська,с. Андріївка,пров. Шкільний,"0,00",1
b387c95de06f83c27f025f1010790f22,Донецька обл.,Андріївська ,с. Андріївка,вул. Лісова,"1284162,50",1
931b76eb3a848a3649a5a2128d516f24,Донецька обл.,Андріївська ,с. Андріївка,вул. Миру,"5215051,50",3
6c0a74686f74dace5af16ec688504b0e,Донецька обл.,Андріївська ,с. Андріївка,вул. Молодіжна,"1376081,50",2
91353d2868b4fbd82baf79c012dc5982,Донецька обл.,Андріївська ,с. Андріївка,вул. Садова,"1770290,40",2
8ae8b9e0b2ba845604dc4759bc4fb114,Донецька обл.,Андріївська ,с. Роганське,вул. Сонячна,"1427448,00",1
d4d1cfd97bbd132a03ffab9927cc1b78,Донецька обл.,Бахмутська,м. Бахмут,пров. 2-й Залізничний,"0,00",1
69c6cc6c3bda6ccbc36b7310a60794f9,Донецька обл.,Бахмутська,с. Андріївка,вул. Переїздна,"8032440,50",6
8a7d2f26d5c44a6f96134998b40d8b8a,Донецька обл.,Бахмутська,с. Андріївка,вул. Степова,"1266397,50",2
d2347482a44c6377ad338ea17722da64,Донецька обл.,Бахмутська,с. Відродження,вул. Козацька,"0,00",2
d861048e01ae03d8130c3915435284e0,Донецька обл.,Бахмутська,с. Іванівське,вул. Воронезька,"0,00",3
20d0615062dfe20afb72b6bb1ec1ee03,Донецька обл.,Бахмутська,с. Іванівське,вул. Восточна,"0,00",1
eafec252c324f29e6c653336dbc68746,Донецька обл.,Бахмутська,с. Іванівське,вул. Зарічна,"0,00",5
77c2461092ab1028f70c95a3c92d7bd9,Донецька обл.,Бахмутська,с. Іванівське,вул. Зелена,"0,00",1
668b31fb9ded282309c43454b2001051,Донецька обл.,Бахмутська,с. Іванівське,вул. Зеленодольська,"0,00",1
7dfaa471365c23f67598a20d7faa8df9,Донецька обл.,Бахмутська,с. Іванівське,вул. Липська,"0,00",1
f62c0358a3d096675d090e7a00e44bc5,Донецька обл.,Бахмутська,с. Іванівське,вул. Лісова,"0,00",1
91e81db9110ebea67646298dc0400648,Донецька обл.,Бахмутська,с. Іванівське,вул. Миру,"0,00",4
3d3e596cb03fdfc45d7c27949f6c1f2a,Донецька обл.,Бахмутська,с. Іванівське,вул. Нова,"0,00",1
3b3fda6125ba6bc46d4af894a8c28cc3,Донецька обл.,Бахмутська,с. Іванівське,вул. Освітня,"0,00",6
5c19fdd0e6a59ea0d9ae2a1abbb7aefe,Донецька обл.,Бахмутська,с. Іванівське,вул. Садова,"0,00",3
b4bcd4b666176432f3e5ad5a6cf73ff9,Донецька обл.,Бахмутська,с. Іванівське,вул. Свободи,"0,00",2
82c42e46ba9793bba994718865334996,Донецька обл.,Бахмутська,с. Іванівське,вул. Терешкової,"0,00",6
8d13eea4e5c8c4f8ce194b398d5d20c2,Донецька обл.,Бахмутська,с. Іванівське,вул. Хрещенівська,"0,00",6
da15c8c05eccfd84809a24efa26f1e1c,Донецька обл.,Бахмутська,с. Іванівське,вул. Широка,"0,00",8
765b474fb8bdae106b737ba22f0ea78a,Донецька обл.,Бахмутська,с. Іванівське,вул. Шосейна,"0,00",5
f14fc607ef31a1cc62e9a99619d8d48e,Донецька обл.,Бахмутська,с. Іванівське,пров. Затишний,"0,00",2
00804c58b06b753a52d19c2d5501bda1,Донецька обл.,Бахмутська,с. Іванівське,пров. Свободи,"0,00",2
0c6bd4ae5b47f0152f669d3f08caf083,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Бахмутська,"8464658,50",2
070bfdfc0053cabf4979aa810c97f250,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Джерельна,"1714019,00",2
9cdb873c4cc45b646c0abe046127b5d3,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Клубна,"8523799,30",5
d96d3daf0ad70b0a150cd225e6341e2e,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Первомайська,"4409408,50",4
1a1c82f574b648ce35a6f5b54f8ad679,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Першотравнева,"10591111,10",11
16aa09be46110c0afea132749b83bdba,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Садова,"19540226,25",9
abaaaff757634e629832ba230574b765,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Сонячна,"0,00",1
8527b911475beb7c2a944cff4c735f22,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Тавричанська,"29404404,30",22
fa6c73e9c07c158347653d27d6df0dbd,Донецька обл.,Бахмутська,с. Кліщіївка,вул. Шкільна,"42070212,35",40
1aa24e4cb61b5df67b1e0f7ef050b7fb,Донецька обл.,Бахмутська,с. Кліщіївка,пров. Польовий,"11763826,50",7
77108a0869935940335af9eafe11ec0f,Донецька обл.,Бахмутська,с. Федорівка,вул. Весняна,"0,00",1
a8642d7175e0f1f3f9a3ac1821ca1396,Донецька обл.,Бахмутська,с. Федорівка,вул. Київська,"0,00",1
c83112c596b1426f0bfbdb5a1d8805d3,Донецька обл.,Бахмутська,с. Федорівка,вул. Котляревського,"0,00",1
a515e5580d7d24322d268c6a79eacaf1,Донецька обл.,Бахмутська,с. Федорівка,вул. Набережна,"0,00",4
ca9ce5a20d9c15a38a07d1419985eeed,Донецька обл.,Бахмутська,с. Федорівка,вул. Сонячна,"0,00",5
1439447bff220e3a50f031a9fba48810,Донецька обл.,Білозерська,м. Білозерське,вул. Будівельна,"12116450,40",85
951d08b34bed57489dc856ecff65c920,Донецька обл.,Білозерська,м. Білозерське,вул. Вишнева,"1683432,80",4
7f7efee09846f3d72b6639a881f17abc,Донецька обл.,Білозерська,м. Білозерське,вул. Єрмакова Олександра імені,"11483042,90",20
7c7c2f048a0b4ad892abc567149e0f90,Донецька обл.,Білозерська,м. Білозерське,вул. Київська,"0,00",1
a6976ed42a99b7901ec9e776774330dc,Донецька обл.,Білозерська,м. Білозерське,вул. Миру,"19401209,70",32
22916259380ee2e56b80c8b2ac3e039d,Донецька обл.,Білозерська,м. Білозерське,вул. Молодіжна,"0,00",2
9e8310f8b05eb5b3d9a6b6c781c88f98,Донецька обл.,Білозерська,м. Білозерське,вул. Первія Олександра імені,"3918361,90",12
6d9828cf95dc890b0b6af202bc304171,Донецька обл.,Білозерська,м. Білозерське,вул. Південна,"0,00",8
42e1223cf015cb5e49ac7583da7a119d,Донецька обл.,Білозерська,м. Білозерське,вул. Райдужна,"0,00",1
b4e054c30ff63fe2280e8a7f1d6da2d6,Донецька обл.,Білозерська,м. Білозерське,вул. Садова,"0,00",1
54afa4a80287212b1999e3788b5d004f,Донецька обл.,Білозерська,м. Білозерське,вул. Спартака,"0,00",3
4f60ec0adac626b8fba63e5424c14947,Донецька обл.,Білозерська,м. Білозерське,вул. Строітельна,"0,00",1
866bd9a4ccae43bfad5415432534c06e,Донецька обл.,Білозерська,м. Білозерське,вул. Східна,"29551492,08",84
04084f4c768a9ed30cf339ed44973ee5,Донецька обл.,Білозерська,м. Білозерське,вул. Фестивальна,"0,00",1
a8db9648b14de7a66827798cb54471eb,Донецька обл.,Білозерська,м. Білозерське,вул. Харківська,"0,00",1
9bf2379d6cbf3ba0ed4aa1d48930bb4b,Донецька обл.,Білозерська,м. Білозерське,вул. Шахтарської Слави,"0,00",5
62feec1517c5295f5be73859b973a558,Донецька обл.,Білозерська,м. Білозерське,вул. Шкільна,"1063773,90",4
e8cb85ef97dbf050e022c260d30c740e,Донецька обл.,Білозерська,м. Білозерське,вул. Южна,"0,00",2
8cbdc79beaf576b444f2ca625c49913b,Донецька обл.,Білозерська,м. Білозерське,пров. Кожедуба,"1506346,50",1
511180f15a737c2564ddbc9424194c3d,Донецька обл.,Білозерська,м. Білозерське,пров. Перемоги,"0,00",3
6cb20fc40a808257dccfdc4148a2b9c2,Донецька обл.,Білозерська,м. Білозерське,пров. Тихий,"0,00",2
f6da43be873c4a5610898b81ced4c66f,Донецька обл.,Білозерська,м. Білозерське,пров. Франка,"0,00",1
ba8cdfb5261229a1daadcf792ec6aae4,Донецька обл.,Білозерська,с. Веселе Поле,вул. Краматорська,"0,00",1
a9688e6f467b75eef92add59a94d284c,Донецька обл.,Білозерська,с. Мирове,вул. Зелена,"0,00",1
bfec18a15dac7c066881108cf71578a4,Донецька обл.,Білозерська,с. Нововодяне,вул. Донецька,"1570733,50",5
402db3f96042412209324e0b2f90e51b,Донецька обл.,Білозерська,с. Нововодяне,вул. Степова,"1850273,40",3
515f597b401a2b5f885547c2ef44a6ef,Донецька обл.,Великоновосілківська,с. Андріївка,вул. Козацька,"10849870,90",6
3bd02e7fa25294924cb6d627941df931,Донецька обл.,Великоновосілківська,с. Андріївка,вул. Миру,"57904010,30",32
fd5a17bd8ad3c85a8b3862cd47a891d5,Донецька обл.,Великоновосілківська,с. Андріївка,вул. Перемоги,"16115644,20",9
ba18bbc2d769d8ab8b8b25df53d214f6,Донецька обл.,Великоновосілківська,с. Андріївка,вул. Сологуба Андрія,"31787959,50",19
e10c1284047d30c2a4513bd3ad829d64,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Барвінковий,"4412908,30",4
d20902fbb55522af2c07b6a8d0160546,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Вишневий,"7138879,60",4
5d1f23e0a4ad0eea1fdb870e91aa7cd3,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Дружби,"2746756,00",3
839bb8dbe4d407b7dfba2a4fc9dacbc3,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Затишний,"6420992,00",6
c4484a209af7d8e3cdfd45fd04ef125c,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Зуєнка Валерія,"3328517,00",2
75f7cee864034fa89ca5a3a00e35945c,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Квітковий,"1887598,80",1
61088df3b5e7da54ffac4225b6058ae7,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Костенко Ліни,"10185468,20",6
bf0cfd6ff070f4e28fb2a4acc569016c,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Садовий,"3172559,40",2
61a50da437a2b0cdee83daf816d5795b,Донецька обл.,Великоновосілківська,с. Андріївка,пров. Фермерський,"7543021,60",5
74155df2398067875350bebe531ad2d6,Донецька обл.,Великоновосілківська,с. Багатир,вул. Вечірня,"11140340,40",8
afbd8ca3f88575a30532151ac8ac0a4f,Донецька обл.,Великоновосілківська,с. Багатир,вул. Каштанова,"56446784,00",47
bd59215cfb8697150a060edad31ec706,Донецька обл.,Великоновосілківська,с. Багатир,вул. Квіткова,"57023270,60",34
54cfa48b966adf4b8bff7650b2f5f015,Донецька обл.,Великоновосілківська,с. Багатир,вул. Комарова,"4063763,00",1
e4fc27d44383208644dc0851c8a5f53e,Донецька обл.,Великоновосілківська,с. Багатир,вул. Ранкова,"1874268,30",5
3f090befed90c46613c1936733c41778,Донецька обл.,Великоновосілківська,с. Багатир,вул. Садова,"54393714,80",35
68f1edae8420de09f1b096f49cf2e606,Донецька обл.,Великоновосілківська,с. Багатир,вул. Самойленка Миколи ім.,"38136388,20",27
efe1cb0b8b625e9782fc07cf9c59777e,Донецька обл.,Великоновосілківська,с. Багатир,вул. Сонячна,"41528694,40",22
9210f4f3f67fabe73b376e73b4954e4a,Донецька обл.,Великоновосілківська,с. Багатир,вул. Чарівна,"52146309,68",23
7012e3dfb3041b41532395a0daecdd50,Донецька обл.,Великоновосілківська,с. Багатир,вул. Шкільна,"45573089,99",34
c8704d094149bfb42177a4f42eaa24a0,Донецька обл.,Великоновосілківська,с. Багатир,пр. Аптечний,"11049786,60",10
9f13b0b132358059d5243070d9ca600a,Донецька обл.,Великоновосілківська,с. Багатир,пр. Гаражний,"25876482,00",9
a913b1098f9f7a8c576f718eed0ab35e,Донецька обл.,Великоновосілківська,с. Багатир,пр. Зоряний,"19660935,50",18
0b72d0e6cf550326d99406ae71e19d9e,Донецька обл.,Великоновосілківська,с. Багатир,пр. Миру,"14912778,89",10
65a4eab64538514b8146c729eae4ecfb,Донецька обл.,Великоновосілківська,с. Багатир,пр. Молодіжний,"15359049,10",10
41d1a268e19eecdea514b2f583b42de8,Донецька обл.,Великоновосілківська,с. Багатир,просп. Аптечний,"0,00",1
fce924bc80a14391071fb58efc49260a,Донецька обл.,Великоновосілківська,с. Багатир,просп. Зоряний,"2058229,20",1
3ee56916abf5ba2aeaac9cb338dc3f64,Донецька обл.,Великоновосілківська,с. Багатир,просп. Молодіжний,"2212863,00",1
b6621992579150e251c441c0145def08,Донецька обл.,Великоновосілківська,с. Времівка,вул. Героя,"29268830,20",30
4455ae3554b4da5d15dcd4218674d5f3,Донецька обл.,Великоновосілківська,с. Времівка,вул. Гірська,"0,00",1
41ed4ade0b94da6c583c071691fa19e1,Донецька обл.,Великоновосілківська,с. Времівка,вул. Косматенка,"1588995,60",2
6c481349e1179a73fba4f31edf1956e7,Донецька обл.,Великоновосілківська,с. Времівка,вул. Косматенка Анатолія,"997121,40",1
85d3a37bafb7aff80b93434d853fa52c,Донецька обл.,Великоновосілківська,с. Времівка,вул. Партизанська,"16795978,20",15
3b9859cfc3cb61c749221b872fe81187,Донецька обл.,Великоновосілківська,с. Времівка,вул. Перемоги,"3391475,90",7
2af437b8f29b40224230eafd64cae3eb,Донецька обл.,Великоновосілківська,с. Времівка,вул. Симиренка Левка,"11444210,10",15
4bb25fea047cde689d7453789cb912d0,Донецька обл.,Великоновосілківська,с. Времівка,вул. Шевченка,"6739346,10",11
5f95c5d71f8c09c156237a53998e70c8,Донецька обл.,Великоновосілківська,с. Времівка,вул. Шевченка Тараса,"0,00",1
e1e4c25085519a27088fc322b631d936,Донецька обл.,Великоновосілківська,с. Времівка,вул. Широка,"15176756,10",25
9c11c89c1f3b67901da36d1935e695d1,Донецька обл.,Великоновосілківська,с. Времівка,пров. Вишневий,"1464932,00",2
ff6e03be2878fb69329c96be92457ef9,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Миру,"0,00",2
9be1c8fb9e73ca6dc402de5988cc2d15,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Молодіжна,"3071176,00",7
2aa267781ee647219cf6f36d8c011cee,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Нова,"4009814,40",5
c324113835424039781b6c339f083571,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Паралельна,"3976848,50",12
66f60f224cedb21b9980d4aaa3a84bd7,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Пушкіна,"1643835,20",1
a2b4b14b06221bea17624a2bda706059,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Сковороди Григорія,"2759413,50",5
4a4fdcc477fbf1805aeab0a30abc2f85,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Центральна,"19340116,10",10
e11b7a59e2d05a752bce36b1afca6c1b,Донецька обл.,Великоновосілківська,с. Зелене Поле,вул. Шкільна,"2132880,00",2
65dd828738bd2e566612fd455f05de6a,Донецька обл.,Великоновосілківська,с. Зелене Поле,пров. Шкільний,"0,00",3
9730c613c9cf5a450b7b194aaa5db6e8,Донецька обл.,Великоновосілківська,с. Зелений Кут,вул. Праці,"3865385,40",3
8f8780566ce1569f11fff5dd5b89ccb6,Донецька обл.,Великоновосілківська,с. Костянтинопіль,вул. Вишнева,"23596767,60",21
e3ba88a33e16c285f455158666d9133b,Донецька обл.,Великоновосілківська,с. Костянтинопіль,вул. Миру,"38245728,00",25
9c0fc41224a20b938ebc563837fd8666,Донецька обл.,Великоновосілківська,с. Костянтинопіль,вул. Незалежності,"30335940,10",30
bc437f26810c4ce1a549d4b8f26eacdb,Донецька обл.,Великоновосілківська,с. Костянтинопіль,вул. Сонячна,"39575972,50",30
67b26be4c9c5eb50d70814e2323e4da1,Донецька обл.,Великоновосілківська,с. Костянтинопіль,вул. Трифонова Міни,"42417495,08",39
18674eaaea5b636b78f4c22197166e89,Донецька обл.,Великоновосілківська,с. Макарівка,вул. Дружби,"1860937,80",4
37a697da5ef0f06d12a9287c3e76f1a5,Донецька обл.,Великоновосілківська,с. Макарівка,вул. Миру,"3599710,25",3
c838abd42bfb8e3f5aa8a30ca4f9d50f,Донецька обл.,Великоновосілківська,с. Макарівка,вул. Наливайка Северина,"0,00",1
cb078a72250797f9eb57d78594d8d3d1,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Гражданська,"0,00",1
246afcd7e34718288e0bdf947750db2b,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Громадянська,"1695639,60",1
a1ed4e540a1ebdd9ba319ff40fee5578,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Корфа М. ім.,"0,00",3
5c68c7e7b4fdb342841b73c4fc24fcba,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Мирна,"4717270,70",5
65b6cb0c4331b52b48e92579c4f2f6d1,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Немировича-Данченка,"3369950,40",3
ddcd84121971817e19c50f251e41df9e,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Плисенка,"1787013,50",4
ab3cce65c091e783f803b4c1eefd15e1,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Плисенка Артема,"0,00",1
a6f173f90dbda78ae24ea52f7769d26e,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Садова,"0,00",1
9e8544409574c4593a723bd54bfeb9e2,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Свободи,"0,00",1
6e200a458cde478331b8cb7e6810f113,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Учительська,"2861143,40",9
d98f1ea9bc926acfa435103d998c22ad,Донецька обл.,Великоновосілківська,с. Нескучне,вул. Широка,"0,00",4
40ee38258622c89798d73fc5daac6807,Донецька обл.,Великоновосілківська,с. Новий Комар,вул. Грушевського Михайла,"0,00",2
9a08c933dee75637840846f94f7d3b46,Донецька обл.,Великоновосілківська,с. Новий Комар,вул. Каденюка Леоніда,"7294902,60",9
aa728620cb3c3e01517339cb9c106bfe,Донецька обл.,Великоновосілківська,с. Новий Комар,вул. Роздольна,"4225768,50",1
fc8d4391c921e21ae9fef0de472a28f7,Донецька обл.,Великоновосілківська,с. Новий Комар,вул. Юхновського Ігоря,"5025924,20",4
0f0277a2873a24a5e48ba69a950ba5e8,Донецька обл.,Великоновосілківська,с. Новий Комар,пров. Веселий,"4506147,00",3
e8cc10c03d72ac797b279c613348f500,Донецька обл.,Великоновосілківська,с. Новий Комар,пров. Північний,"0,00",1
c4ac8d76a90dabf8a005cd20a8bbba6c,Донецька обл.,Великоновосілківська,с. Новопіль,вул. Гагаріна,"0,00",2
b4b8c7c86adccf4cff6ecd35927ba617,Донецька обл.,Великоновосілківська,с. Новопіль,вул. Дружби,"5507991,50",8
5b8e064c3e74eecefea475fc21fb7df6,Донецька обл.,Великоновосілківська,с. Новопіль,вул. Каденюка Леоніда,"0,00",4
47d8bc98e218eeff69c2b10a2841770d,Донецька обл.,Великоновосілківська,с. Новопіль,вул. Шевченка Тараса,"2304999,20",2
a94bbd3f119a294a20456dce76797d1f,Донецька обл.,Великоновосілківська,с. Новопіль,вул. Ювілейна,"0,00",1
4f3d519d29cb2bb163341767fcc034c6,Донецька обл.,Великоновосілківська,с. Новосілка,вул. Вишнева,"4201239,00",2
4a9c079a4d475b4650095c96514fb0f6,Донецька обл.,Великоновосілківська,"с. Новоукраїнка, Великоновосілківська ТГ",вул. Шевченка Тараса,"1764958,20",2
022420a44ca293f9066f9b23caae03c2,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Берегова,"1405297,60",2
c93d9d743f4e8836e6d2739da4aab36b,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Бузкова,"0,00",3
ca54c76f34e40fad07ba7886871f7dcc,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Виноградна,"3861307,00",4
8ae4d270aa300e943333ca338269d81a,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Героїв,"1687641,30",2
249a8c732915f3ac2ea9631a322b9513,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Гоголя,"1819455,50",1
1261985bd5b95bc60d2dc8e6d7cecde6,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Дружби,"8965644,30",6
3c902707f58d51abcfddf90ef66da185,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Зелена,"1586329,50",2
1bd88eb9a5f2fa2ed9be068e7c24ee63,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Лесі Українки ім.,"0,00",3
7126167a9b068b757532c0b8abd78f54,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Миру,"7003924,60",6
b487efcc9ec3d1d563f08593f9e30620,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Мисливська,"1941113,00",2
53d801425dc32328aa2de9abdb0f9e15,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Молодіжна,"0,00",4
be9ab90a29a682dac5841f660ca85347,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Набережна,"13612715,20",6
f10a7b02f7aac0648da61ef579ccadd5,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Незалежності,"6169558,30",7
7824a2d9f6cba1030936cabaf0264729,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Праці,"0,00",1
4b4e614fec23c1cdb08619a057998c56,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Садова,"1860937,80",3
7bd5aff6b2caccf75ca40bce152a9e88,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Свободи,"8872080,70",5
1cdbfbd039e9f0d68321542ebbd579e8,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Урожайна,"1543698,50",3
972ea6c0c60bc35459d9c346f3d88af7,Донецька обл.,Великоновосілківська,с. Олексіївка,вул. Хмельницького Б.,"7271902,50",7
dfcdd64a0fd70aff287de48365a75750,Донецька обл.,Великоновосілківська,с. Петропавлівка,вул. Долі,"2602562,00",2
641e5fe7e60d25ae2ff8f6dc096b76e0,Донецька обл.,Великоновосілківська,с. Слов'янка,вул. Слов'янська,"1018395,00",2
4425d2698a73b2b86aa0b13e146b96a0,Донецька обл.,Великоновосілківська,с. Старомайорське,вул. Вишнева,"0,00",2
69e7ecfc42810b7b12b16d97a2e35172,Донецька обл.,Великоновосілківська,с. Старомайорське,вул. Зоряна,"0,00",1
41c824504cab9cab6db859ff59e6fe41,Донецька обл.,Великоновосілківська,с. Старомайорське,вул. Квітуча,"0,00",1
23adab333420330bc363429a0bf9dae0,Донецька обл.,Великоновосілківська,с. Старомайорське,вул. Костенко Ліни,"781167,30",1
e2ec798ddb3e5204edc4334addbff9f9,Донецька обл.,Великоновосілківська,с. Старомайорське,вул. Молодіжна,"0,00",1
174032893ab9b0dc4b7ca0b3f27ae17c,Донецька обл.,Великоновосілківська,с. Старомайорське,вул. Чарівна,"1874268,30",1
61705e20bed6737c2965ad810a71793f,Донецька обл.,Великоновосілківська,с. Старомайорське,вул. Шевченка Тараса,"2623442,40",1
abd5fbe55ef30c034c25ebb4692ebc12,Донецька обл.,Великоновосілківська,с. Сторожеве,вул. Грушева,"0,00",1
01b844f1c999d0bfa8be7c2e34ad94c9,Донецька обл.,Великоновосілківська,с. Сторожеве,вул. Олеся Гончара,"0,00",1
e779a0cf5000ad7f5fbc3062df5f262f,Донецька обл.,Великоновосілківська,с. Сторожеве,вул. Тополина,"2053497,60",1
0149f50b150f9445a027e8ea6e5f2650,Донецька обл.,Великоновосілківська,с. Улакли,вул. Козацька,"10778073,90",7
c91dc4954dc7acbe124e2ea1884f0452,Донецька обл.,Великоновосілківська,с. Улакли,вул. Молодіжна,"12493785,40",12
e217b7aa1f65428b7f56dc1a614b4edb,Донецька обл.,Великоновосілківська,с. Улакли,вул. Набережна,"16114433,80",15
17196d8a0e2e765a82a137514aa6c997,Донецька обл.,Великоновосілківська,с. Улакли,вул. Свободи,"6796064,60",7
465fcc3aa3a5334f0acd1d832823929f,Донецька обл.,Великоновосілківська,с. Улакли,вул. Урожайна,"4407357,70",6
e8bc17a23f2347f9ed9cc00db4f92bd5,Донецька обл.,Великоновосілківська,с. Шахтарське,вул. Сонячна,"0,00",1
bb7c7c1b82680b91dbc54f873ef740e7,Донецька обл.,Великоновосілківська,с. Шахтарське,вул. Центральна,"0,00",1
96584674c5560dc1a2cd23d2ed0cbd2e,Донецька обл.,Великоновосілківська,с. Шахтарське,вул. Шоферська,"0,00",1
9daae8e4575f3cd843f4a9231e9b7bef,Донецька обл.,Великоновосілківська,"с. Шевченко, Великоновосілківська ТГ",вул. Виноградна,"0,00",3
a7d30743636c5b4ee678136262c38f38,Донецька обл.,Великоновосілківська,"с. Шевченко, Великоновосілківська ТГ",вул. Зарічна,"0,00",1
85b51e35e8a50b683984dc37f335a8fc,Донецька обл.,Великоновосілківська,"с. Шевченко, Великоновосілківська ТГ",вул. Молодіжна,"0,00",6
c0b306fe2775afa2d38d13ce2cc0b83d,Донецька обл.,Великоновосілківська,"с. Шевченко, Великоновосілківська ТГ",вул. Самофала Дениса,"1466355,00",14
bebbde2d36accc0aefb90326533fd81b,Донецька обл.,Великоновосілківська,сел. Урожайне,вул. Степова,"0,00",1
f27f4147a9c41105df84044e99165a3f,Донецька обл.,Великоновосілківська,смт Велика Новосілка,вул. Азовська,"2666100,00",1
1439775e32927f73b341a286bdba8f55,Донецька обл.,Великоновосілківська,смт Велика Новосілка,вул. Вишнева,"2579836,00",1
1bf2063b821ee03712dd104cd699b883,Донецька обл.,Великоновосілківська,смт Велика Новосілка,вул. Лесі Українки,"0,00",1
